x,y,z
0.02048300814604362,0.2602332793137311,0.014689216439133162
52.46706249529507,50.34396692735886,28.049812096395698
-13.238959281311683,77.06018173745281,11.300266558576247
39.0434699323601,-46.5479311069688,-43.98600597334198
-28.92943919174815,65.39957330447835,-20.531698691437754
-30.48046076513189,-67.08392821049881,37.82609745545925
65.18794743392195,-7.20545773204647,35.79765849743919
20.425087183625017,52.137164910613755,-49.49561700762369
14.78904403252947,32.17573194973489,56.14887780883075
-26.345843843941115,46.36349218702441,-41.522453700517175
52.233356534349106,12.128966172944736,14.738218248696397
-71.86150376734902,-15.948834651489678,11.349066503628167
-12.746427211860661,38.875982801300104,-62.286043538509
-4.7070706212778815,-13.986379276730867,69.1278144576186
28.984334689478946,-51.979235230782436,42.15238672635466
4.119816816327971,68.21927699865856,15.98183802888928
-72.19736747959284,30.270888938469483,-44.71329474362375
-21.973168075640345,-52.22235178207632,-36.804940679874385
-2.3311390937609002,34.931045604278886,66.11419648850006
24.481330418228133,-35.773263017789205,-61.407664215904276
-20.249991131503677,-57.77833169937739,-4.946885723185582
-55.10752272450778,-2.716839245596614,43.48386904144002
-56.35400435218438,29.44011415423268,11.468962603137342
-53.06456838970596,-25.032193039663365,31.75138540589899
-29.680038885619723,-9.61605988219698,-61.217577477103866
39.317262695844,25.18543570844466,-50.503887705006996
41.22724969790119,17.0152649329165,59.76773241062398
31.90038444121151,-57.902747291442786,23.138899222221895
-39.62297494740828,21.19636524088041,60.894297164017985
38.9709548655807,-34.67719592043127,43.10418456159079
69.36308339979064,-5.849002348140201,-18.818374641452557
-50.87441449480223,-34.9475943233863,4.7207605550187814
21.574937240878445,27.27641706830861,-63.774157037505155
20.08308553819806,-63.45923903895116,-32.15999778329577
49.30951738882843,44.50365926002097,-23.04475374432453
-12.402801911130258,-0.4287544401802444,56.59918609272036
-40.881113073328635,65.06643506461384,12.460651146775104
17.189832719649814,-73.91204993280189,4.183895644384979
-49.38610191908206,-4.113056103302922,-46.005061283280696
12.127874691496967,49.306600432809354,46.17633937802215
-20.34665279739903,65.89206235126663,26.292057720984506
-35.949401323806114,8.103824252262365,-54.38377905455776
-58.42913574293067,-10.349945012533547,-29.2920497056312
