x,y,z
0.22970102247447546,0.012567443658121296,0.24393770135483286
48.61793194171288,49.24263548416518,11.540884099976685
-37.445727092740626,-30.54945364908329,-15.987310569467443
14.613418566818911,-31.379758878307715,40.57579934736803
-0.6672563995832375,-45.907569521938065,-40.73012519276527
-4.982183735449688,62.202000612832,-23.440360414218212
-54.0333690834804,-27.552477463859823,15.621384022328048
1.8594656276184376,-43.772330952908916,-9.938064618381608
-32.75294240310894,37.04152256947295,-15.099738448585303
44.29340348303379,29.005727694690144,27.99671612544687
15.282273356969652,14.580702052089855,52.64081972629517
-34.69832966777247,0.6633599496954221,-43.68035862172965
60.288458585294386,9.428007731436235,-7.804067797654936
31.199044693571356,-46.59531112683305,19.882511382487156
5.678910210433953,39.985693982045426,52.97216829177599
-56.79605070697046,34.598480361803205,5.001066393182542
-22.746404812314104,47.61295968193254,6.045188091317064
43.91442931861642,16.82055698013153,9.300923787481365
15.73215225301851,-34.89457554939187,-30.7127631990082
-14.146159732466746,-36.0520422921,42.40691512568463
45.59501515765721,-10.991390697962764,-20.751554481680568
4.526913944164974,32.68934906531291,-44.38175189207118
9.533381223324954,6.185647092376688,-43.97070569472305
-14.458617524425033,18.504474414924132,41.952224983087106
36.091032845476775,34.843348160172496,5.562813876750578
-0.8379685447172965,-44.76703152714707,19.271782300162208
33.900550623972094,-13.116395084567127,-40.30711297927746
-22.718222670334775,34.55723575133447,-32.97727859036297
-36.221684767745586,-23.730872687662092,27.94129201347947
-12.012080496936779,0.3532190024949551,59.26435952184061
-39.43382920225755,16.027990888514537,13.488651452774823
52.8761740016496,-31.641566560014887,-6.773236873304906
-24.40631648777599,-17.388610759675313,-42.34408145261669
54.47372419197787,3.5346607138561414,19.88327948832474
31.97228236735398,49.3183625802363,-18.03188875779262
41.18529251127117,-30.7835338731378,26.987657049282607
47.35226400576511,26.474684347364317,-9.770395713538994
7.427595975186548,53.895928689128425,-10.135112298152707
-24.481464132500165,14.647190888768398,-33.670887353793354
9.365328089978718,-15.988099828218417,52.21858157640175
30.9046575691985,40.6775398694698,-37.45320840925986
49.199100974394625,-4.802931052954318,2.09784035241623
3.3615853052965425,37.84930778688295,33.22208324615786
-9.370665283829398,8.568227552573388,-52.4115416154263
-38.51746252748618,-40.08016329559897,14.100288546397048
23.25055429624302,-22.13954848451249,25.08327217231024
4.314821069176532,51.15199308766379,18.31806011926861
41.20316142468653,-4.847766890377916,32.27791830110003
-37.92963717905409,-8.820333700650352,-26.37087548346333
19.4732241065928,24.684257231006693,-33.77390963962273
-3.4986493609368687,43.14737800364375,-29.341141387146937
-19.738967317487365,-0.7543993075962215,40.85054943968889
-7.4068502526032125,-13.45304005673066,-52.11799729844555
16.130647123260626,33.76032874946636,4.922446188321904
-38.88414734965661,-21.480977489276256,3.881605092982932
36.95901418367047,-35.689400947789835,-18.18634600701852
18.45345049758923,-47.71828492100979,4.5108244728165365
-23.8256105527227,21.80157103709927,24.581409579416764
-15.349021342423994,-40.352192201557465,-19.538618098435975
-0.5798812611598687,-7.980915351245109,36.82272751860801
-43.70060542507618,23.50005886008532,-5.262186163347436
11.359869817395879,-15.62392923830368,-44.94307456013573
-4.756636667830784,17.87753606460954,-34.375196613951374
-10.224675522168452,-27.06449006138146,24.975739993511596
23.53856299203348,4.160386591397147,35.35574768166857
-11.391175785174358,-0.9889137565090571,-34.95936159938863
-2.2514767332588947,40.96322076207245,1.7262188531169602
15.922043406834279,37.393942475244856,-17.586878117592406
-6.926542978130481,30.140892024569265,17.882361842812088
-20.859033578507375,-36.822364582743305,5.287406031606025
-21.797045300715666,-20.055489090931232,-22.69517655085042
41.87884610106551,7.93917106560152,-15.476716203713345
9.381385531646941,-30.21134047438719,10.123194417953082
25.120544853980743,23.730513135948737,25.858117670947088
-38.20798173377151,-4.146351454964191,24.290443797536383
-7.589171269393597,-28.361962277202256,-34.078902677424765
35.621835577041246,-17.77827141636543,-4.7993151665574745
23.70698200711132,5.610435040743711,-29.500199179843253
-13.017513434887592,33.88397458955226,-14.363033490825185
7.869912193307122,18.403594982772653,34.46274525125896
23.683680316097025,14.74897211419048,-10.656119232450784
19.079383937485797,14.384035650062904,8.905437140664533
3.319879578251676,22.36912531043675,-13.657458821862816
19.036202695731173,-33.53372143951669,-9.57670755784991
20.694462946303176,-3.904509007790769,17.27624121981856
25.071313512303167,-16.99559799685799,-22.785801476105043
-25.79421972265933,28.121253529002722,2.7612551565397303
-37.554162240091934,9.319235288917321,-17.955707306716867
1.591583098280258,-13.087470335579617,16.912306990179957
21.77990543553867,-3.4970848047830536,-2.6901260041249513
-13.08419556317274,13.071514198052785,9.026402989964001
-18.401560902942894,-3.7052456594929164,21.11469754802145
-11.280063178982596,-23.385456002333633,-6.012718475970919
-19.66770545761662,15.069452934238967,-11.099348156258477
-22.906874751602366,-9.528138757031684,2.5191049761319335
3.3514355519150754,6.843029200663204,18.780376564140465
5.170439553422415,-15.28674815016753,-25.92788952497994
-12.374106223554472,-3.135913228434857,-15.01955900465158
7.2734789679421965,3.3291498801477166,-18.331684691440437
7.785139613455063,-17.34555474601209,-6.206716664397528
